"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1829",28,18,10769,10749,NA,NA,NA,NA,NA,NA,NA
"1830",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",28,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"1832",35,10402,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1833",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",9648,16,80,NA,NA,NA,NA,NA,NA,NA,NA
"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843",12,16,35,37,NA,NA,NA,NA,NA,NA,NA
"1844",18,10751,10770,NA,NA,NA,NA,NA,NA,NA,NA
"1845",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",18,10770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",99,16,10769,NA,NA,NA,NA,NA,NA,NA,NA
"1851",10770,80,18,9648,NA,NA,NA,NA,NA,NA,NA
"1852",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",53,80,9648,NA,NA,NA,NA,NA,NA,NA,NA
"1854",80,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"1855",28,10769,53,NA,NA,NA,NA,NA,NA,NA,NA
"1856",16,18,10751,36,NA,NA,NA,NA,NA,NA,NA
"1857",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858",18,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1863",28,12,18,10751,NA,NA,NA,NA,NA,NA,NA
"1864",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",10752,18,10769,NA,NA,NA,NA,NA,NA,NA,NA
"1868",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870",12,80,18,9648,53,NA,NA,NA,NA,NA,NA
"1871",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873",10770,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"1874",35,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",18,53,27,NA,NA,NA,NA,NA,NA,NA,NA
"1877",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881",10752,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",28,12,878,NA,NA,NA,NA,NA,NA,NA,NA
"1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",28,10749,53,NA,NA,NA,NA,NA,NA,NA,NA
"1887",28,35,80,10769,NA,NA,NA,NA,NA,NA,NA
"1888",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"1890",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",99,18,36,10752,NA,NA,NA,NA,NA,NA,NA
"1892",16,35,18,27,9648,10749,NA,NA,NA,NA,NA
"1893",80,27,9648,878,53,NA,NA,NA,NA,NA,NA
"1894",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",16,10751,12,14,NA,NA,NA,NA,NA,NA,NA
"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",53,27,10770,NA,NA,NA,NA,NA,NA,NA,NA
"1901",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",35,99,27,NA,NA,NA,NA,NA,NA,NA,NA
"1905",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",28,12,18,NA,NA,NA,NA,NA,NA,NA,NA
"1912",35,10749,878,NA,NA,NA,NA,NA,NA,NA,NA
"1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",28,14,27,878,NA,NA,NA,NA,NA,NA,NA
"1915",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",35,80,27,53,NA,NA,NA,NA,NA,NA,NA
"1918",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",28,12,10769,NA,NA,NA,NA,NA,NA,NA,NA
"1928",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",28,12,27,878,NA,NA,NA,NA,NA,NA,NA
"1930",12,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1931",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1935",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1936",28,53,10769,NA,NA,NA,NA,NA,NA,NA,NA
"1937",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"1941",18,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",18,10749,10752,NA,NA,NA,NA,NA,NA,NA,NA
"1945",35,18,10751,10770,NA,NA,NA,NA,NA,NA,NA
"1946",80,18,27,53,NA,NA,NA,NA,NA,NA,NA
"1947",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",18,10769,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1949",10770,28,53,10769,NA,NA,NA,NA,NA,NA,NA
"1950",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"1951",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",9648,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",10402,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"1956",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"1959",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",10751,16,35,NA,NA,NA,NA,NA,NA,NA,NA
"1963",16,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"1964",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",18,53,10749,80,NA,NA,NA,NA,NA,NA,NA
"1966",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"1969",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",28,12,18,10749,NA,NA,NA,NA,NA,NA,NA
"1990",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",12,14,18,28,878,10751,NA,NA,NA,NA,NA
"1994",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",99,10770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",28,80,10769,53,NA,NA,NA,NA,NA,NA,NA
"2001",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",9648,18,80,53,NA,NA,NA,NA,NA,NA,NA
"2003",18,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009",80,18,9648,NA,NA,NA,NA,NA,NA,NA,NA
"2010",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2015",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018",18,35,10749,10769,NA,NA,NA,NA,NA,NA,NA
"2019",18,28,80,53,NA,NA,NA,NA,NA,NA,NA
"2020",28,878,12,NA,NA,NA,NA,NA,NA,NA,NA
"2021",12,14,18,10749,NA,NA,NA,NA,NA,NA,NA
"2022",12,28,53,80,NA,NA,NA,NA,NA,NA,NA
"2023",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024",12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025",14,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"2026",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027",28,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"2028",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029",12,14,28,53,NA,NA,NA,NA,NA,NA,NA
"2030",14,18,53,9648,10749,NA,NA,NA,NA,NA,NA
"2031",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",28,53,878,NA,NA,NA,NA,NA,NA,NA,NA
"2033",16,10751,12,35,NA,NA,NA,NA,NA,NA,NA
"2034",14,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",878,28,12,NA,NA,NA,NA,NA,NA,NA,NA
"2037",28,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"2038",18,53,10752,NA,NA,NA,NA,NA,NA,NA,NA
"2039",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040",9648,53,28,NA,NA,NA,NA,NA,NA,NA,NA
"2041",12,878,28,NA,NA,NA,NA,NA,NA,NA,NA
"2042",35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",12,10751,14,NA,NA,NA,NA,NA,NA,NA,NA
"2044",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045",10751,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046",28,53,878,NA,NA,NA,NA,NA,NA,NA,NA
"2047",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049",18,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050",10402,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2051",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",80,18,9648,NA,NA,NA,NA,NA,NA,NA,NA
"2053",12,14,18,878,10749,10751,NA,NA,NA,NA,NA
"2054",12,10751,14,NA,NA,NA,NA,NA,NA,NA,NA
"2055",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056",16,10751,12,14,NA,NA,NA,NA,NA,NA,NA
"2057",18,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"2058",10752,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2060",18,27,9648,53,NA,NA,NA,NA,NA,NA,NA
"2061",35,18,80,NA,NA,NA,NA,NA,NA,NA,NA
"2062",18,53,36,10752,NA,NA,NA,NA,NA,NA,NA
"2063",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"2066",12,14,878,NA,NA,NA,NA,NA,NA,NA,NA
"2067",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"2068",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"2069",14,28,12,NA,NA,NA,NA,NA,NA,NA,NA
"2070",35,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",28,18,36,10752,NA,NA,NA,NA,NA,NA,NA
"2073",80,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"2074",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078",28,12,53,80,NA,NA,NA,NA,NA,NA,NA
"2079",12,28,18,14,NA,NA,NA,NA,NA,NA,NA
"2080",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081",80,28,18,NA,NA,NA,NA,NA,NA,NA,NA
"2082",18,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"2083",35,18,10751,10402,10770,NA,NA,NA,NA,NA,NA
"2084",35,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085",28,35,53,NA,NA,NA,NA,NA,NA,NA,NA
"2086",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087",53,80,9648,NA,NA,NA,NA,NA,NA,NA,NA
"2088",12,14,18,NA,NA,NA,NA,NA,NA,NA,NA
"2089",12,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"2090",18,28,36,NA,NA,NA,NA,NA,NA,NA,NA
"2091",35,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"2092",28,878,12,35,10751,NA,NA,NA,NA,NA,NA
"2093",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"2094",27,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"2095",35,14,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2096",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097",28,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"2098",35,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"2099",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",14,35,10751,10749,NA,NA,NA,NA,NA,NA,NA
"2101",53,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"2102",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",18,36,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2106",18,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",12,35,10751,14,NA,NA,NA,NA,NA,NA,NA
"2108",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",16,35,10751,12,14,NA,NA,NA,NA,NA,NA
"2110",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",35,878,12,10751,NA,NA,NA,NA,NA,NA,NA
"2112",18,37,80,NA,NA,NA,NA,NA,NA,NA,NA
"2113",12,14,878,NA,NA,NA,NA,NA,NA,NA,NA
"2114",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"2115",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",18,12,80,NA,NA,NA,NA,NA,NA,NA,NA
"2117",18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"2119",28,35,53,80,878,NA,NA,NA,NA,NA,NA
"2120",12,18,28,36,53,NA,NA,NA,NA,NA,NA
"2121",27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"2123",28,10751,878,NA,NA,NA,NA,NA,NA,NA,NA
"2124",12,10751,14,NA,NA,NA,NA,NA,NA,NA,NA
"2125",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126",12,18,28,NA,NA,NA,NA,NA,NA,NA,NA
"2127",12,10751,14,NA,NA,NA,NA,NA,NA,NA,NA
"2128",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129",18,36,10752,NA,NA,NA,NA,NA,NA,NA,NA
"2130",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"2132",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134",12,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",18,14,878,NA,NA,NA,NA,NA,NA,NA,NA
"2136",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138",35,18,10402,10749,NA,NA,NA,NA,NA,NA,NA
"2139",53,16,28,878,12,14,NA,NA,NA,NA,NA
"2140",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2141",35,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"2142",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143",18,9648,878,53,NA,NA,NA,NA,NA,NA,NA
"2144",28,35,878,NA,NA,NA,NA,NA,NA,NA,NA
"2145",35,18,10751,10402,10749,NA,NA,NA,NA,NA,NA
"2146",12,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"2147",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",27,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"2150",14,12,35,10751,NA,NA,NA,NA,NA,NA,NA
"2151",35,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",53,18,28,80,10752,NA,NA,NA,NA,NA,NA
"2153",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",18,9648,878,53,NA,NA,NA,NA,NA,NA,NA
"2155",28,53,878,NA,NA,NA,NA,NA,NA,NA,NA
"2156",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157",27,28,53,878,NA,NA,NA,NA,NA,NA,NA
"2158",53,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"2159",14,28,12,35,NA,NA,NA,NA,NA,NA,NA
"2160",35,12,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2161",18,36,10752,NA,NA,NA,NA,NA,NA,NA,NA
"2162",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"2163",80,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164",12,16,35,10751,NA,NA,NA,NA,NA,NA,NA
"2165",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",16,27,28,878,NA,NA,NA,NA,NA,NA,NA
"2167",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168",12,18,28,53,NA,NA,NA,NA,NA,NA,NA
"2169",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"2171",35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",16,35,878,NA,NA,NA,NA,NA,NA,NA,NA
"2173",18,16,10752,NA,NA,NA,NA,NA,NA,NA,NA
"2174",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2176",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",28,80,18,53,NA,NA,NA,NA,NA,NA,NA
"2179",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2181",10749,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"2182",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184",28,80,18,53,NA,NA,NA,NA,NA,NA,NA
"2185",35,14,10749,NA,NA,NA,NA,NA,NA,NA,NA
"2186",28,878,12,NA,NA,NA,NA,NA,NA,NA,NA
"2187",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190",28,80,18,53,NA,NA,NA,NA,NA,NA,NA
"2191",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192",27,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"2193",12,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"2195",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",28,53,10752,36,NA,NA,NA,NA,NA,NA,NA
"2198",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"2199",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",35,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"2201",36,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"2203",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",28,12,80,18,53,NA,NA,NA,NA,NA,NA
"2205",35,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"2206",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207",18,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"2208",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",28,80,18,36,53,NA,NA,NA,NA,NA,NA
"2210",35,18,27,NA,NA,NA,NA,NA,NA,NA,NA
"2211",35,18,10751,10749,NA,NA,NA,NA,NA,NA,NA
"2212",18,28,35,80,NA,NA,NA,NA,NA,NA,NA
"2213",28,12,35,37,NA,NA,NA,NA,NA,NA,NA
"2214",12,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"2215",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"2216",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"2219",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",28,53,80,18,NA,NA,NA,NA,NA,NA,NA
"2221",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223",12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224",18,36,10752,NA,NA,NA,NA,NA,NA,NA,NA
"2225",27,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"2226",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
